export_name,key,question,context,fieldTitle
AlienRegistrationNumber,ALIEN_REGISTRATION_NUMBER,"If you have one, what is your Alien Registration Number?","Also known as an A-Number, an Alien Registration Number is an 8 or 9 digit number that can be found on letters you have received from USCIS. You may have one if you have submitted previous applications to USCIS or been in removal/deportation proceedings. Please include the numbers following the A-.",A-
CompanyUSCISAccountNumberExists,COMPANY_USCIS_ACCOUNT_NUMBER_EXISTS,Do you have a USCIS Online Account Number?,,
CompanyUSCISAccountNumber,COMPANY_USCIS_ACCOUNT_NUMBER,"If you have one, what is your USCIS Online Account Number?",,
USCISAccountNumber,USCIS_ACCOUNT_NUMBER,"If you have one, what is your USCIS Online Account Number?",Chances are slim that you have a USCIS Online Account Number; it is only for people who have,USCIS Account Number
I765PreviousApp,I_765_PREVIOUS_APP,Have you previously filed Form I-765?,"If yes, you will need provide copies of all available previous EADs with your application.",
SSAIssued,SSA_ISSUED,Has the Social Security Administration (SSA) ever officially issued a Social Security card to you?,"Select yes, if the SSA has issued you a social security card in your name or previously used names.",
USSSN,US_SSN,"If you have one, what is your United States Social Security Number?","Social Security Numbers (SSN) look like this: 000-00-0000. They are unique for each individual, used to track Social Security benefits and for other identification purposes.",
WantUSSSN,WANT_US_SSN,Do you want the Social Security Administration (SSA) to issue you a Social Security card?,You are not required to request a Social Security card with this application.,
WantUSSSNNaturalized,WANT_US_SSN_NATURALIZED,Do you want the Social Security Administration (SSA) to issue you an original or replacement Social Security card and update your immigration status with the SSA if and when you are naturalized?,,
SSADisclosure,SSA_DISCLOSURE,Consent for Disclosure: I authorize disclosure of information from this application to the SSA as required for the purpose of assigning me a Social Security Number and issuing me a Social Security Card.,NOTE: You must answer yes to this question if you want to receive a Social Security Number and Social Security Card.,
NumberCountryCitizen,NUMBER_COUNTRY_CITIZEN,How many countries are you currently a citizen or national of?,"List all countries that you are a national or citizen of. If you are stateless, enter the name of the country where you were last a citizen or national.",
BirthNationality,BIRTH_NATIONALITY,What was your nationality at birth?,"You will need to write your nationality here. For example, someone born in India would have Indian nationality. If you are now a citizen of a different country than the one in which you were born, be prepared to answer questions about why you are unable or unwilling to return to your birth country (instead of the country for which you are applying for asylum) and provide evidence to back up your statements.",Nationality at birth
CurrentNationality,CURRENT_NATIONALITY,What is your current nationality?,If your nationality has been taken away from you and you have no legal right to live in any,Current nationality
EnglishFluency,ENGLISH_FLUENCY,Are you fluent in English?,"Do NOT say you are fluent in English unless you really are, and are willing to give up your right to bring an interpreter to your asylum interview (and have one supplied by the US government if your case later proceeds to immigration court).",
ImmigrationCourtNow,IMMIGRATION_COURT_NOW,Are you currently in an Immigration Court proceeding?,,
ImmigrationCourtEver,IMMIGRATION_COURT_EVER,Have you ever been through Immigration Court proceedings?,"If you have ever seen an immigration judge in removal proceedings or been arrested by immigration or border patrol authorities, see an attorney for help with your asylum application. You may not be eligible to file I-589 except via the immigration court.",
HispanicLatinoEthnicity,HISPANIC_LATINO_ETHNICITY,Are you Hispanic or Latino/a?,,Hispanic or Latino/a
WhiteRace,WHITE_RACE,White,,White
AsianRace,ASIAN_RACE,Asian,,Asian
BlackOrAfricanAmericanRace,BLACK_OR_AFRICAN_AMERICAN_RACE,Black or African American,,Black or African American
AmericanIndianOrAlaskaNativeRace,AMERICAN_INDIAN_OR_ALASKA_NATIVE_RACE,American Indian or Alaska Native,,American Indian or Alaska Native
PacificIslanderRace,PACIFIC_ISLANDER_RACE,Native Hawaiian or Other Pacific Islander,,Native Hawaiian or Other Pacific Islander
ReligiousGroup,RELIGIOUS_GROUP,What religion or religious group do you belong to?,"If you are applying for asylum based on religion, make sure your answer here matches any evidence",
NativeLanguage,NATIVE_LANGUAGE,"What is your native language? Include dialect, if applicable.","""Your native language"" is the one you speak at home. If you use another language at school or at work, enter that for the next question - where you will be asked about languages you speak fluently.",
OtherLanguagesList,OTHER_LANGUAGES_LIST,"What other languages do you speak fluently, if any?","If you use another language at school or at work, please enter it here.",
SalvGuatNational,SALV_GUAT_NATIONAL,Are you a Salvadoran or Guatemalan national eligible for benefits under the ABC (American Baptist Churches v. Thornburgh) settlement agreement?,"If this applies to you, you are entitled to an EAD regardless",
HeightFeet,HEIGHT_FEET,What is your height in feet and inches? (Provide feet),,Height Feet
HeightInches,HEIGHT_INCHES,What is your height in feet and inches? (Provide inches),,Height Inches
WeightPounds,WEIGHT_POUNDS,What is your weight in pounds?,If you’re more comfortable using KGs as a metric you can convert your weight to pounds here: [https://www.metric-conversions.org/weight/kilograms-to-pounds.htm](https://www.metric-conversions.org/weight/kilograms-to-pounds.htm),Weight pounds
WeightPounds100s,WEIGHT_POUNDS_100S,What is your weight in pounds? (Provide 100s place),Enter the number of pounds in the 100s place.,Weight pounds (100s)
WeightPounds10s,WEIGHT_POUNDS_10S,What is your weight in pounds? (Provide 10s place),Enter the number of pounds in the 10s place.,Weight pounds (10s)
WeightPounds1s,WEIGHT_POUNDS_1S,What is your weight in pounds? (Provide 1s place),Enter the number of pounds in the 1s place.,Weight pounds (1s)
EyeColor,EYE_COLOR,What is your eye color?,,Eye color
HairColor,HAIR_COLOR,What is the color of your hair?,,Hair color
I94Number,I_94_NUMBER,"If you have one, what is your current I-94 number?","If you have entered the US on a visa before, your I-94 number should be entered here. If you have",
I94Document,I_94_DOCUMENT,I-94 Arrival-Departure Record (if any),You can access your most recent I-94 documentation via the U.S. Customs and Border Protection website: [https://i94.cbp.dhs.gov/I94/#/recent-search](https://i94.cbp.dhs.gov/I94/#/recent-search),
I129Document,I_129_DOCUMENT,Any previous I-129 petitions (if any),,
SSNDocument,SSN_DOCUMENT,U.S. Social Security Card (if any),,
EADDocument,EAD_DOCUMENT,Employment Authorization Document or EAD (if any),,
EADExpiration,EAD_EXPIRATION,When does your Employment Authorization Document expire?,,EAD expiration
EADFrom,EAD_FROM,When is your Employment Authorization Document valid from?,,EAD valid from
PreviousApprovalNoticeDocument,PREVIOUS_APPROVAL_NOTICE_DOCUMENT,"Any previous USCIS approval notices (e.g. I-797s, H-1B, L-1, H-4, etc.)",This helps your lawyer determine if there are any roles you fulfilled at companies that you can use to support your petition.,
I797Document,I_797_DOCUMENT,Any USCIS notices of action (if any)?,This helps your lawyer determine if there are any roles you fulfilled at companies that you can use to support your petition.,
I797BiometricsAppointmentNotice,I_797_BIOMETRICS_APPOINTMENT_NOTICE,I-797 Biometrics Appointment Notice (if any),This helps your lawyer track any appointments you have with USCIS.,
I797InterviewAppointmentNotice,I_797_INTERVIEW_APPOINTMENT_NOTICE,I-797 Interview Appointment Notice (if any),This helps your lawyer track any interview appointments you have with USCIS.,
N445OathCeremonyAppointmentNotice,N_445_OATH_CEREMONY_APPOINTMENT_NOTICE,N-445 Oath Ceremony Appointment Notice (if any),This helps your lawyer track any oath ceremonies you have with USCIS.,
I797USCISOnlineAccountAccessNotice,I_797_USCIS_ONLINE_ACCOUNT_ACCESS_NOTICE,I-797 USCIS Online Account Access Notice (if any),This helps your lawyer track whether you have access to your USCIS account or not.,
EmploymentItineraryDocument,EMPLOYMENT_ITINERARY_DOCUMENT,Employment itinerary,"Usually, an employment agreement will suffice for this. However, if there is a break in the activities that comprise the “event” or you will be working at multiple locations, a separate document will be needed outlining the work schedule and the nature of the various activities.",
EmploymentContractDocument,EMPLOYMENT_CONTRACT_DOCUMENT,Employment contract,,
AnnualReportDocument,ANNUAL_REPORT_DOCUMENT,Annual report,,
PromotionalMarketingMaterialsDocument,PROMOTIONAL_MARKETING_MATERIALS_DOCUMENT,Promotional/marketing materials,,
CustomerListDocument,CUSTOMER_LIST_DOCUMENT,Customer list,,
LettersOfCreditDocument,LETTERS_OF_CREDIT_DOCUMENT,Letters of credit,,
BusinessPlanDocument,BUSINESS_PLAN_DOCUMENT,Business plan,,
BusinessLicensesPermitsDocument,BUSINESS_LICENSES_PERMITS_DOCUMENT,Business licenses/permits,,
ProxyAgreementsDocument,PROXY_AGREEMENTS_DOCUMENT,Proxy agreements,,
AwardsCertificatesDocument,AWARDS_CERTIFICATES_DOCUMENT,Awards/certificates,,
BylawsDocument,BYLAWS_DOCUMENT,Bylaws,,
MembershipAgreementsDocument,MEMBERSHIP_AGREEMENTS_DOCUMENT,Membership agreements,,
FranchiseAgreementsDocument,FRANCHISE_AGREEMENTS_DOCUMENT,Franchise agreements,,
ResumeDocument,RESUME_DOCUMENT,Resume,Please make sure your resume is as detailed as possible. This helps your lawyer determine if there are any roles you fulfilled at companies that you can use to support your petition.,
BirthCertificateDocument,BIRTH_CERTIFICATE_DOCUMENT,Birth certificate,"If your birth certificate isn’t in English, make sure you upload the original and a translated copy.",
I20Document,I_20_DOCUMENT,Any I-20 copies (if any),This should include a copy from any higher education you received in the United States from an institution of higher learning.,
PreviousPetitionsDocument,PREVIOUS_PETITIONS_DOCUMENT,Any previous immigration petitions (if any),"If you’ve filed a petition with USCIS before, you can upload a copy of that info here.",
PaystubDocument,PAYSTUB_DOCUMENT,Pay stub from most recent pay period (if any),"If you’re currently employed in the United States, please upload a copy of your most recent pay stub.",
PreviousPetitionsDocs,PREVIOUS_PETITIONS_DOCS,Copy of prior visa petitions or DACA applications (if applicable),,
DriversLicense,DRIVERS_LICENSE,Copy of driver’s license or state identification,,
HaveBeenInUSLastSevenYears,HAVE_BEEN_IN_US_LAST_SEVEN_YEARS,Have you been in the United States in the last seven years?,,
TravelDocOrPassport,TRAVEL_DOC_OR_PASSPORT,Do you have a passport or an alternative travel document?,Provide the number of the passport or travel document used to enter,
TravelDocOrPassportDocument,TRAVEL_DOC_OR_PASSPORT_DOCUMENT,Passport or travel document,This should include a clear scan of your entire passport including the picture page.,
PassportStylePhotoDocument,PASSPORT_STYLE_PHOTO_DOCUMENT,Recent passport-style photo,Not sure what a passport-style photo is? Get more information here: [https://travel.state.gov/content/travel/en/passports/how-apply/photos.html](https://travel.state.gov/content/travel/en/passports/how-apply/photos.html),
PassportNumber,PASSPORT_NUMBER,What is your passport number?,"If you do not have a passport, enter ""N/A"" in every relevant space.",
CountryCode,COUNTRY_CODE,What is the country code?,,Country code
ConsulateOffice,CONSULATE_OFFICE,,,Consulate office
ConsulateCountry,CONSULATE_COUNTRY,,,Consulate country
TravelDocNumber,TRAVEL_DOC_NUMBER,What's your travel document number?,"If you do not have a travel document, enter ""N/A"".",
TravelDocIssuanceDate,TRAVEL_DOC_ISSUANCE_DATE,When was your passport or travel document issued?,,
TravelDocExpireDate,TRAVEL_DOC_EXPIRE_DATE,When does your travel document or passport expire?,,Travel document expiration date
TravelDocOrigin,TRAVEL_DOC_ORIGIN,What country issued your last passport or travel document?,"If you do not have a passport or a travel document or if you used a false passport, you should still answer ""N/A"" or leave this space empty and explain further in your supplementary statement.",
